gene_id,chromosome,strand,tss_position,extracted_start,extracted_end,sequence_length
AT3G55050,3,-,20402595,20402595,20403594,1000
AT3G55060,3,-,20407103,20407103,20408102,1000
AT3G55070,3,+,20408274,20407275,20408274,1000
AT3G55080,3,-,20416043,20416043,20417042,1000
AT3G55090,3,-,20418910,20418910,20419909,1000
AT3G55100,3,-,20423114,20423114,20424113,1000
AT3G55110,3,-,20427384,20427384,20428383,1000
AT3G55120,3,-,20431597,20431597,20432596,1000
AT3G55130,3,-,20436453,20436453,20437452,1000
AT3G55140,3,+,20438627,20437628,20438627,1000
AT3G55150,3,-,20442650,20442650,20443649,1000
AT3G55160,3,-,20452626,20452626,20453625,1000
AT3G55170,3,-,20454530,20454530,20455529,1000
AT3G55180,3,+,20454746,20453747,20454746,1000
AT3G55190,3,+,20457919,20456920,20457919,1000
AT3G55200,3,+,20460329,20459330,20460329,1000
AT3G55210,3,+,20465095,20464096,20465095,1000
AT3G55220,3,-,20471171,20471171,20472170,1000
AT3G55230,3,+,20471787,20470788,20471787,1000
AT3G55240,3,-,20475332,20475332,20476331,1000
AT3G55250,3,+,20479121,20478122,20479121,1000
AT3G55252,3,-,20481322,20481322,20482321,1000
AT3G55254,3,-,20482813,20482813,20483812,1000
AT3G55260,3,+,20489096,20488097,20489096,1000
AT3G55270,3,+,20496081,20495082,20496081,1000
AT3G55280,3,+,20500234,20499235,20500234,1000
AT3G55290,3,+,20502443,20501444,20502443,1000
AT3G55310,3,+,20505743,20504744,20505743,1000
AT3G55320,3,-,20513533,20513533,20514532,1000
AT3G55330,3,-,20515392,20515392,20516391,1000
AT3G55340,3,+,20515630,20514631,20515630,1000
AT3G55350,3,+,20518266,20517267,20518266,1000
AT3G55360,3,-,20523098,20523098,20524097,1000
AT3G55370,3,+,20527063,20526064,20527063,1000
AT3G55380,3,+,20531069,20530070,20531069,1000
AT3G55390,3,+,20534412,20533413,20534412,1000
AT3G55400,3,-,20539138,20539138,20540137,1000
AT3G55410,3,+,20541269,20540270,20541269,1000
AT3G55420,3,+,20547661,20546662,20547661,1000
AT3G55430,3,-,20552215,20552215,20553214,1000
AT3G55440,3,+,20553403,20552404,20553403,1000
AT3G55450,3,+,20557644,20556645,20557644,1000
AT3G55460,3,+,20560802,20559803,20560802,1000
AT3G55470,3,+,20564081,20563082,20564081,1000
AT3G55480,3,-,20571248,20571248,20572247,1000
AT3G55490,3,-,20573725,20573725,20574724,1000
AT3G55500,3,-,20576249,20576249,20577248,1000
AT3G55510,3,+,20578922,20577923,20578922,1000
AT3G55513,3,-,20585420,20585420,20586419,1000
AT3G55515,3,+,20590263,20589264,20590263,1000
AT3G55520,3,+,20593661,20592662,20593661,1000
AT3G55530,3,-,20597603,20597603,20598602,1000
AT3G55540,3,+,20598218,20597219,20598218,1000
AT3G55550,3,-,20602129,20602129,20603128,1000
AT3G55560,3,-,20606650,20606650,20607649,1000
AT3G55566,3,+,20608742,20607743,20608742,1000
AT3G55570,3,-,20610671,20610671,20611670,1000
AT3G55580,3,+,20612693,20611694,20612693,1000
AT3G55590,3,+,20617049,20616050,20617049,1000
AT3G55600,3,+,20620410,20619411,20620410,1000
AT3G55605,3,+,20622607,20621608,20622607,1000
AT3G55610,3,-,20629295,20629295,20630294,1000
AT3G55620,3,+,20634057,20633058,20634057,1000
AT3G55630,3,+,20636607,20635608,20636607,1000
AT3G55640,3,+,20639647,20638648,20639647,1000
AT3G55646,3,+,20644843,20643844,20644843,1000
AT3G55650,3,+,20647085,20646086,20647085,1000
AT3G55660,3,-,20651484,20651484,20652483,1000
AT3G55665,3,+,20653670,20652671,20653670,1000
AT3G55670,3,-,20659503,20659503,20660502,1000
AT3G55672,3,+,20660960,20659961,20660960,1000
AT3G55677,3,+,20663983,20662984,20663983,1000
AT3G55680,3,-,20666315,20666315,20667314,1000
AT3G55690,3,+,20666887,20665888,20666887,1000
AT3G55700,3,+,20671115,20670116,20671115,1000
AT3G55710,3,+,20673564,20672565,20673564,1000
AT3G55720,3,+,20679664,20678665,20679664,1000
AT3G55730,3,-,20684063,20684063,20685062,1000
AT3G55740,3,+,20695433,20694434,20695433,1000
AT3G55750,3,+,20698431,20697432,20698431,1000
AT3G55760,3,+,20700314,20699315,20700314,1000
AT3G55770,3,+,20703171,20702172,20703171,1000
AT3G55780,3,+,20705577,20704578,20705577,1000
AT3G55790,3,+,20708196,20707197,20708196,1000
AT3G55800,3,+,20709294,20708295,20709294,1000
AT3G55810,3,-,20713236,20713236,20714235,1000
AT3G55820,3,+,20713709,20712710,20713709,1000
AT3G55830,3,+,20714946,20713947,20714946,1000
AT3G55840,3,-,20718866,20718866,20719865,1000
AT3G55850,3,-,20725893,20725893,20726892,1000
AT3G55860,3,-,20729619,20729619,20730618,1000
AT3G55870,3,+,20730842,20729843,20730842,1000
AT3G55880,3,+,20736508,20735509,20736508,1000
AT3G55890,3,+,20740610,20739611,20740610,1000
AT3G55900,3,-,20742653,20742653,20743652,1000
AT3G55910,3,+,20742676,20741677,20742676,1000
AT3G55920,3,-,20745153,20745153,20746152,1000
AT3G55930,3,-,20746265,20746265,20747264,1000
AT3G55935,3,-,20746975,20746975,20747974,1000
AT3G55940,3,+,20747629,20746630,20747629,1000
AT3G55950,3,-,20756690,20756690,20757689,1000
AT3G55960,3,-,20763056,20763056,20764055,1000
AT3G55970,3,-,20769410,20769410,20770409,1000
AT3G55980,3,+,20776220,20775221,20776220,1000
AT3G55990,3,+,20780175,20779176,20780175,1000
AT3G56000,3,-,20785885,20785885,20786884,1000
AT3G56010,3,+,20788610,20787611,20788610,1000
AT3G56020,3,-,20791163,20791163,20792162,1000
AT3G56030,3,+,20791173,20790174,20791173,1000
AT3G56040,3,-,20797670,20797670,20798669,1000
AT3G56050,3,-,20801428,20801428,20802427,1000
AT3G56060,3,-,20806333,20806333,20807332,1000
AT3G56070,3,-,20808168,20808168,20809167,1000
AT3G56080,3,-,20813110,20813110,20814109,1000
AT3G56090,3,-,20816035,20816035,20817034,1000
AT3G56100,3,-,20819819,20819819,20820818,1000
AT3G56110,3,-,20823106,20823106,20824105,1000
AT3G56120,3,+,20823146,20822147,20823146,1000
AT3G56130,3,+,20826576,20825577,20826576,1000
AT3G56140,3,+,20829282,20828283,20829282,1000
AT3G56150,3,-,20837275,20837275,20838274,1000
AT3G56160,3,-,20841734,20841734,20842733,1000
AT3G56170,3,+,20842145,20841146,20842145,1000
AT3G56180,3,+,20844611,20843612,20844611,1000
AT3G56190,3,-,20848695,20848695,20849694,1000
AT3G56200,3,+,20849762,20848763,20849762,1000
AT3G56210,3,-,20855610,20855610,20856609,1000
AT3G56220,3,+,20858742,20857743,20858742,1000
AT3G56230,3,-,20862395,20862395,20863394,1000
AT3G56240,3,-,20864727,20864727,20865726,1000
AT3G56250,3,+,20865913,20864914,20865913,1000
AT3G56260,3,-,20869024,20869024,20870023,1000
AT3G56270,3,+,20870000,20869001,20870000,1000
AT3G56290,3,-,20879783,20879783,20880782,1000
AT3G56300,3,+,20880016,20879017,20880016,1000
AT3G56310,3,+,20882729,20881730,20882729,1000
AT3G56320,3,-,20890102,20890102,20891101,1000
AT3G56330,3,+,20890235,20889236,20890235,1000
AT3G56340,3,-,20893478,20893478,20894477,1000
AT3G56350,3,-,20895634,20895634,20896633,1000
AT3G56360,3,+,20896332,20895333,20896332,1000
AT3G56370,3,-,20903080,20903080,20904079,1000
AT3G56380,3,+,20905264,20904265,20905264,1000
AT3G56390,3,+,20907354,20906355,20907354,1000
AT3G56400,3,-,20910623,20910623,20911622,1000
AT3G56410,3,-,20921338,20921338,20922337,1000
AT3G56420,3,-,20923329,20923329,20924328,1000
AT3G56430,3,-,20925912,20925912,20926911,1000
AT3G56440,3,+,20926001,20925002,20926001,1000
AT3G56450,3,+,20930557,20929558,20930557,1000
AT3G56460,3,-,20934540,20934540,20935539,1000
AT3G56470,3,+,20934597,20933598,20934597,1000
AT3G56480,3,-,20939631,20939631,20940630,1000
AT3G56490,3,+,20941285,20940286,20941285,1000
AT3G56500,3,+,20943638,20942639,20943638,1000
AT3G56510,3,-,20946839,20946839,20947838,1000
AT3G56520,3,-,20947731,20947731,20948730,1000
AT3G56530,3,-,20950045,20950045,20951044,1000
AT3G56540,3,+,20950823,20949824,20950823,1000
AT3G56550,3,-,20954701,20954701,20955700,1000
AT3G56560,3,+,20955404,20954405,20955404,1000
AT3G56570,3,+,20958563,20957564,20958563,1000
AT3G56580,3,+,20961543,20960544,20961543,1000
AT3G56590,3,+,20964643,20963644,20964643,1000
AT3G56600,3,+,20968444,20967445,20968444,1000
AT3G56610,3,-,20972084,20972084,20973083,1000
AT3G56620,3,-,20974625,20974625,20975624,1000
AT3G56630,3,+,20978901,20977902,20978901,1000
AT3G56640,3,+,20981316,20980317,20981316,1000
AT3G56650,3,+,20984635,20983636,20984635,1000
AT3G56660,3,-,20988320,20988320,20989319,1000
AT3G56670,3,-,20989995,20989995,20990994,1000
AT3G56680,3,+,20991280,20990281,20991280,1000
AT3G56690,3,-,20998695,20998695,20999694,1000
AT3G56700,3,-,21002155,21002155,21003154,1000
AT3G56710,3,-,21008068,21008068,21009067,1000
AT3G56720,3,+,21010632,21009633,21010632,1000
AT3G56730,3,+,21013703,21012704,21013703,1000
AT3G56740,3,+,21015371,21014372,21015371,1000
AT3G56750,3,-,21020453,21020453,21021452,1000
AT3G56760,3,-,21024131,21024131,21025130,1000
AT3G56770,3,-,21030754,21030754,21031753,1000
AT3G56780,3,+,21031303,21030304,21031303,1000
AT3G56790,3,-,21034455,21034455,21035454,1000
AT3G56800,3,-,21036166,21036166,21037165,1000
AT3G56810,3,-,21039074,21039074,21040073,1000
AT3G56820,3,-,21041760,21041760,21042759,1000
AT3G56830,3,-,21044503,21044503,21045502,1000
AT3G56840,3,+,21044317,21043318,21044317,1000
AT3G56850,3,-,21048614,21048614,21049613,1000
AT3G56860,3,-,21052320,21052320,21053319,1000
AT3G56870,3,+,21052434,21051435,21052434,1000
AT3G56880,3,+,21059785,21058786,21059785,1000
AT3G56890,3,-,21063717,21063717,21064716,1000
AT3G56891,3,-,21064986,21064986,21065985,1000
AT3G56900,3,+,21066122,21065123,21066122,1000
AT3G56910,3,-,21070356,21070356,21071355,1000
AT3G56920,3,+,21070558,21069559,21070558,1000
AT3G56930,3,+,21073330,21072331,21073330,1000
AT3G56940,3,+,21076505,21075506,21076505,1000
AT3G56950,3,-,21079925,21079925,21080924,1000
AT3G56960,3,+,21079957,21078958,21079957,1000
AT3G56970,3,-,21085245,21085245,21086244,1000
AT3G56980,3,-,21087710,21087710,21088709,1000
AT3G56990,3,-,21092169,21092169,21093168,1000
AT3G57000,3,+,21092183,21091184,21092183,1000
AT3G57010,3,-,21097481,21097481,21098480,1000
AT3G57020,3,-,21100519,21100519,21101518,1000
AT3G57030,3,-,21103719,21103719,21104718,1000
AT3G57040,3,+,21109059,21108060,21109059,1000
AT3G57050,3,-,21114737,21114737,21115736,1000
AT3G57060,3,-,21121160,21121160,21122159,1000
AT3G57062,3,+,21121323,21120324,21121323,1000
AT3G57070,3,+,21123859,21122860,21123859,1000
AT3G57072,3,-,21125836,21125836,21126835,1000
AT3G57080,3,+,21125725,21124726,21125725,1000
AT3G57090,3,+,21128396,21127397,21128396,1000
AT3G57100,3,-,21134482,21134482,21135481,1000
AT3G57110,3,+,21134776,21133777,21134776,1000
AT3G57120,3,+,21138821,21137822,21138821,1000
AT3G57130,3,+,21147558,21146559,21147558,1000
AT3G57140,3,-,21153636,21153636,21154635,1000
AT3G57150,3,-,21156075,21156075,21157074,1000
AT3G57160,3,-,21158867,21158867,21159866,1000
AT3G57170,3,-,21163322,21163322,21164321,1000
AT3G57180,3,-,21166138,21166138,21167137,1000
AT3G57190,3,+,21166107,21165108,21166107,1000
AT3G57200,3,+,21169265,21168266,21169265,1000
AT3G57210,3,-,21174172,21174172,21175171,1000
AT3G57220,3,+,21174395,21173396,21174395,1000
AT3G57230,3,+,21177282,21176283,21177282,1000
AT3G57240,3,-,21183144,21183144,21184143,1000
AT3G57250,3,+,21186651,21185652,21186651,1000
AT3G57260,3,-,21189967,21189967,21190966,1000
AT3G57270,3,-,21193189,21193189,21194188,1000
AT3G57280,3,+,21193680,21192681,21193680,1000
AT3G57290,3,-,21199319,21199319,21200318,1000
AT3G57300,3,+,21199150,21198151,21199150,1000
AT3G57310,3,-,21208642,21208642,21209641,1000
AT3G57320,3,+,21209916,21208917,21209916,1000
AT3G57330,3,-,21216836,21216836,21217835,1000
AT3G57340,3,+,21218751,21217752,21218751,1000
AT3G57350,3,-,21225424,21225424,21226423,1000
AT3G57360,3,+,21225540,21224541,21225540,1000
AT3G57370,3,-,21228475,21228475,21229474,1000
AT3G57380,3,+,21229727,21228728,21229727,1000
AT3G57390,3,+,21233472,21232473,21233472,1000
AT3G57400,3,+,21238223,21237224,21238223,1000
AT3G57410,3,-,21251159,21251159,21252158,1000
AT3G57420,3,-,21255482,21255482,21256481,1000
AT3G57430,3,-,21258488,21258488,21259487,1000
AT3G57440,3,+,21258646,21257647,21258646,1000
AT3G57450,3,+,21261046,21260047,21261046,1000
AT3G57460,3,-,21265827,21265827,21266826,1000
AT3G57465,3,-,21269031,21269031,21270030,1000
AT3G57470,3,-,21276017,21276017,21277016,1000
AT3G57480,3,-,21279404,21279404,21280403,1000
AT3G57490,3,-,21281064,21281064,21282063,1000
AT3G57500,3,+,21281804,21280805,21281804,1000
AT3G57510,3,-,21285941,21285941,21286940,1000
AT3G57520,3,-,21293171,21293171,21294170,1000
AT3G57530,3,-,21299704,21299704,21300703,1000
AT3G57540,3,-,21303230,21303230,21304229,1000
AT3G57550,3,+,21306609,21305610,21306609,1000
AT3G57560,3,-,21312378,21312378,21313377,1000
AT3G57570,3,+,21312498,21311499,21312498,1000
AT3G57580,3,-,21322379,21322379,21323378,1000
AT3G57587,3,+,21328263,21327264,21328263,1000
AT3G57590,3,-,21331502,21331502,21332501,1000
AT3G57600,3,+,21332774,21331775,21332774,1000
AT3G57610,3,-,21336720,21336720,21337719,1000
AT3G57620,3,+,21337533,21336534,21337533,1000
AT3G57630,3,-,21343965,21343965,21344964,1000
AT3G57640,3,-,21346235,21346235,21347234,1000
AT3G57650,3,+,21349383,21348384,21349383,1000
AT3G57660,3,+,21353497,21352498,21353497,1000
AT3G57670,3,+,21370757,21369758,21370757,1000
AT3G57680,3,+,21380648,21379649,21380648,1000
AT3G57690,3,+,21384146,21383147,21384146,1000
AT3G57710,3,-,21387399,21387399,21388398,1000
AT3G57700,3,+,21384917,21383918,21384917,1000
AT3G57720,3,+,21387570,21386571,21387570,1000
AT3G57730,3,-,21391614,21391614,21392613,1000
AT3G57740,3,+,21392501,21391502,21392501,1000
AT3G57750,3,+,21393963,21392964,21393963,1000
AT3G57760,3,+,21395297,21394298,21395297,1000
AT3G57770,3,+,21397542,21396543,21397542,1000
AT3G57780,3,-,21402940,21402940,21403939,1000
AT3G57785,3,-,21405217,21405217,21406216,1000
AT3G57787,3,+,21404843,21403844,21404843,1000
AT3G57790,3,-,21407624,21407624,21408623,1000
AT3G57800,3,-,21411904,21411904,21412903,1000
AT3G57810,3,+,21415760,21414761,21415760,1000
AT3G57830,3,+,21419449,21418450,21419449,1000
AT3G57840,3,+,21422823,21421824,21422823,1000
AT3G57850,3,+,21424377,21423378,21424377,1000
AT3G57860,3,+,21426285,21425286,21426285,1000
AT3G57870,3,-,21430398,21430398,21431397,1000
AT3G57880,3,-,21434648,21434648,21435647,1000
AT3G57890,3,+,21438075,21437076,21438075,1000
AT3G57900,3,-,21442574,21442574,21443573,1000
AT3G57910,3,+,21442642,21441643,21442642,1000
AT3G57920,3,-,21446035,21446035,21447034,1000
AT3G57930,3,-,21448842,21448842,21449841,1000
AT3G57940,3,+,21449254,21448255,21449254,1000
AT3G57950,3,+,21460335,21459336,21460335,1000
AT3G57960,3,+,21463091,21462092,21463091,1000
AT3G57970,3,+,21465226,21464227,21465226,1000
AT3G57980,3,-,21469422,21469422,21470421,1000
AT3G57990,3,-,21471694,21471694,21472693,1000
AT3G58000,3,+,21474870,21473871,21474870,1000
AT3G58010,3,-,21478187,21478187,21479186,1000
AT3G58020,3,+,21479380,21478381,21479380,1000
AT3G58030,3,+,21484156,21483157,21484156,1000
AT3G58040,3,+,21488433,21487434,21488433,1000
AT3G58050,3,+,21492145,21491146,21492145,1000
AT3G58060,3,-,21499943,21499943,21500942,1000
AT3G58070,3,-,21507739,21507739,21508738,1000
AT3G58090,3,-,21514281,21514281,21515280,1000
AT3G58100,3,-,21517739,21517739,21518738,1000
AT3G58110,3,+,21516635,21515636,21516635,1000
AT3G58120,3,-,21523518,21523518,21524517,1000
AT3G58130,3,+,21527530,21526531,21527530,1000
AT3G58140,3,-,21532572,21532572,21533571,1000
AT3G58150,3,-,21534135,21534135,21535134,1000
AT3G58160,3,+,21534064,21533065,21534064,1000
AT3G58170,3,-,21544084,21544084,21545083,1000
AT3G58180,3,+,21543954,21542955,21543954,1000
AT3G58190,3,-,21549572,21549572,21550571,1000
AT3G58200,3,-,21561516,21561516,21562515,1000
AT3G58210,3,-,21564067,21564067,21565066,1000
AT3G58220,3,-,21566497,21566497,21567496,1000
AT3G58230,3,-,21567396,21567396,21568395,1000
AT3G58240,3,-,21569827,21569827,21570826,1000
AT3G58250,3,-,21572143,21572143,21573142,1000
AT3G58260,3,-,21575369,21575369,21576368,1000
AT3G58270,3,-,21577845,21577845,21578844,1000
AT3G58280,3,-,21579818,21579818,21580817,1000
AT3G58290,3,-,21581861,21581861,21582860,1000
AT3G58300,3,-,21583390,21583390,21584389,1000
AT3G58310,3,-,21585133,21585133,21586132,1000
AT3G58320,3,-,21586328,21586328,21587327,1000
AT3G58330,3,-,21588002,21588002,21589001,1000
AT3G58340,3,-,21590401,21590401,21591400,1000
AT3G58350,3,-,21592962,21592962,21593961,1000
AT3G58360,3,-,21594866,21594866,21595865,1000
AT3G58370,3,-,21597116,21597116,21598115,1000
AT3G58380,3,-,21599608,21599608,21600607,1000
AT3G58390,3,-,21601334,21601334,21602333,1000
AT3G58400,3,-,21603855,21603855,21604854,1000
AT3G58410,3,-,21606229,21606229,21607228,1000
AT3G58415,3,-,21608077,21608077,21609076,1000
AT3G58420,3,-,21612409,21612409,21613408,1000
AT3G58430,3,-,21616183,21616183,21617182,1000
AT3G58440,3,-,21621249,21621249,21622248,1000
AT3G58450,3,+,21621994,21620995,21621994,1000
AT3G58460,3,-,21626701,21626701,21627700,1000
AT3G58470,3,-,21628569,21628569,21629568,1000
AT3G58480,3,+,21629072,21628073,21629072,1000
AT3G58490,3,+,21632812,21631813,21632812,1000
AT3G58500,3,-,21639136,21639136,21640135,1000
AT3G58510,3,+,21639978,21638979,21639978,1000
AT3G58520,3,-,21645548,21645548,21646547,1000
AT3G58530,3,+,21645547,21644548,21645547,1000
AT3G58540,3,+,21648561,21647562,21648561,1000
AT3G58550,3,-,21650347,21650347,21651346,1000
AT3G58560,3,-,21654200,21654200,21655199,1000
AT3G58570,3,+,21656484,21655485,21656484,1000
AT3G58580,3,-,21664095,21664095,21665094,1000
AT3G58585,3,+,21665284,21664285,21665284,1000
AT3G58590,3,+,21666082,21665083,21666082,1000
AT3G58600,3,-,21671292,21671292,21672291,1000
AT3G58610,3,+,21671433,21670434,21671433,1000
AT3G58620,3,+,21680027,21679028,21680027,1000
AT3G58630,3,-,21686039,21686039,21687038,1000
AT3G58640,3,-,21693928,21693928,21694927,1000
AT3G58650,3,-,21699998,21699998,21700997,1000
AT3G58660,3,+,21701520,21700521,21701520,1000
AT3G58670,3,-,21706137,21706137,21707136,1000
AT3G58680,3,+,21707247,21706248,21707247,1000
AT3G58690,3,+,21709128,21708129,21709128,1000
AT3G58700,3,+,21711445,21710446,21711445,1000
AT3G58710,3,+,21714911,21713912,21714911,1000
AT3G58720,3,-,21717997,21717997,21718996,1000
AT3G58730,3,-,21720053,21720053,21721052,1000
AT3G58740,3,-,21723790,21723790,21724789,1000
AT3G58750,3,-,21728137,21728137,21729136,1000
AT3G58760,3,+,21728144,21727145,21728144,1000
AT3G58770,3,+,21732122,21731123,21732122,1000
AT3G58780,3,+,21738160,21737161,21738160,1000
AT3G58790,3,-,21746324,21746324,21747323,1000
AT3G58800,3,+,21748228,21747229,21748228,1000
AT3G58810,3,+,21749966,21748967,21749966,1000
AT3G58820,3,+,21752533,21751534,21752533,1000
AT3G58830,3,-,21756819,21756819,21757818,1000
AT3G58840,3,-,21758969,21758969,21759968,1000
AT3G58850,3,-,21760390,21760390,21761389,1000
AT3G58860,3,-,21765306,21765306,21766305,1000
AT3G58875,3,-,21767298,21767298,21768297,1000
AT3G58877,3,-,21768367,21768367,21769366,1000
AT3G58880,3,-,21770167,21770167,21771166,1000
AT3G58890,3,+,21771046,21770047,21771046,1000
AT3G58900,3,+,21772813,21771814,21772813,1000
AT3G58910,3,-,21776079,21776079,21777078,1000
AT3G58920,3,+,21776293,21775294,21776293,1000
AT3G58930,3,-,21780663,21780663,21781662,1000
AT3G58940,3,-,21783676,21783676,21784675,1000
AT3G58950,3,-,21785840,21785840,21786839,1000
AT3G58960,3,-,21788807,21788807,21789806,1000
AT3G58970,3,-,21791476,21791476,21792475,1000
AT3G58980,3,-,21797006,21797006,21798005,1000
AT3G58990,3,-,21798303,21798303,21799302,1000
AT3G59000,3,+,21799248,21798249,21799248,1000
AT3G59010,3,-,21805335,21805335,21806334,1000
AT3G59020,3,-,21817699,21817699,21818698,1000
AT3G59030,3,+,21819040,21818041,21819040,1000
AT3G59040,3,-,21824425,21824425,21825424,1000
AT3G59050,3,-,21827509,21827509,21828508,1000
AT3G59060,3,-,21830837,21830837,21831836,1000
AT3G59070,3,-,21834514,21834514,21835513,1000
AT3G59080,3,+,21836406,21835407,21836406,1000
